scheduled_arrival_utc,scheduled_arrival_frankfurt,flight_number,from_airport_name,airline,aircraft_model
2025-10-06 09:45:00+00:00,2025-10-06 11:45:00+02:00,LH 405,New York,Lufthansa,Airbus A340-300
2025-10-06 09:45:00+00:00,2025-10-06 11:45:00+02:00,UA 74,Newark,United,Boeing 767
2025-10-06 09:45:00+00:00,2025-10-06 11:45:00+02:00,LH 1029,Paris,Lufthansa,Airbus A320
2025-10-06 09:45:00+00:00,2025-10-06 11:45:00+02:00,UA 9069,Paris,United,Airbus A320
2025-10-06 09:45:00+00:00,2025-10-06 11:45:00+02:00,AC 9236,Hanover,Air Canada,Bombardier CRJX
2025-10-06 09:45:00+00:00,2025-10-06 11:45:00+02:00,TG 7957,Hanover,Thai  International,Bombardier CRJX
2025-10-06 09:45:00+00:00,2025-10-06 11:45:00+02:00,LH 53,Hanover,Lufthansa,Bombardier CRJX
2025-10-06 09:45:00+00:00,2025-10-06 11:45:00+02:00,CX 6710,Hanover,Cathay Pacific,Bombardier CRJX
2025-10-06 09:45:00+00:00,2025-10-06 11:45:00+02:00,CA 6092,Hanover,Air China,Bombardier CRJX
2025-10-06 09:45:00+00:00,2025-10-06 11:45:00+02:00,AC 3584,Newark,Air Canada,Boeing 767
2025-10-06 09:50:00+00:00,2025-10-06 11:50:00+02:00,X3 2273,Jerez de la Forntera,TUIfly,Boeing 737-800
2025-10-06 09:50:00+00:00,2025-10-06 11:50:00+02:00,UA 9509,Goteborg,United,Canadair CRJ 900NG
2025-10-06 09:50:00+00:00,2025-10-06 11:50:00+02:00,AC 9102,Goteborg,Air Canada,Canadair CRJ 900NG
2025-10-06 09:50:00+00:00,2025-10-06 11:50:00+02:00,OS 7476,Goteborg,Austrian,Canadair CRJ 900NG
2025-10-06 09:50:00+00:00,2025-10-06 11:50:00+02:00,LH 813,Goteborg,Lufthansa,Canadair CRJ 900NG
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,LH 941,Manchester,Lufthansa,Airbus A321
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,TK 1585,Istanbul,Turkish,Airbus A321
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,UA 8971,Berlin,United,Airbus A320
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,LH 183,Berlin,Lufthansa,Airbus A320
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,CX 6700,Berlin,Cathay Pacific,Airbus A320
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,AC 9118,Berlin,Air Canada,Airbus A320
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,AZ 7434,Milan,ITA,Embraer 190
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,EN 8801,Milan,Air Dolomiti,Embraer 190
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,LH 6905,Milan,Lufthansa,Embraer 190
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,OS 7378,Manchester,Austrian,Airbus A321
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,UA 9337,Manchester,United,Airbus A321
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,CA 6044,Dresden,Air China,Airbus A319
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,CA 6478,Firenze,Air China,Embraer 190
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,AC 9262,Dresden,Air Canada,Airbus A319
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,LH 211,Dresden,Lufthansa,Airbus A319
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,UA 8745,Oslo,United,Airbus A321
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,AC 9346,Oslo,Air Canada,Airbus A321
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,CX 6722,Oslo,Cathay Pacific,Airbus A321
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,AZ 7412,Firenze,ITA,Embraer 190
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,LH 859,Oslo,Lufthansa,Airbus A321
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,LH 6911,Firenze,Lufthansa,Embraer 190
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,UA 9001,Dresden,United,Airbus A319
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,TG 7763,Dresden,Thai  International,Airbus A319
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,CX 6708,Dresden,Cathay Pacific,Airbus A319
2025-10-06 09:55:00+00:00,2025-10-06 11:55:00+02:00,EN 8853,Firenze,Air Dolomiti,Embraer 190
2025-10-06 10:00:00+00:00,2025-10-06 12:00:00+02:00,AC 9301,Rome,Air Canada,Airbus A321
2025-10-06 10:00:00+00:00,2025-10-06 12:00:00+02:00,TG 7771,Rome,Thai  International,Airbus A321
2025-10-06 10:00:00+00:00,2025-10-06 12:00:00+02:00,LH 103,Munich,Lufthansa,Airbus A319
2025-10-06 10:00:00+00:00,2025-10-06 12:00:00+02:00,CX 6716,Munich,Cathay Pacific,Airbus A319
2025-10-06 10:00:00+00:00,2025-10-06 12:00:00+02:00,LH 6925,Graz,Lufthansa,Embraer 190
2025-10-06 10:00:00+00:00,2025-10-06 12:00:00+02:00,EN 8061,Graz,Air Dolomiti,Embraer 190
2025-10-06 10:00:00+00:00,2025-10-06 12:00:00+02:00,UA 8801,Rome,United,Airbus A321
2025-10-06 10:00:00+00:00,2025-10-06 12:00:00+02:00,AC 9213,Munich,Air Canada,Airbus A319
2025-10-06 10:00:00+00:00,2025-10-06 12:00:00+02:00,AZ 7292,Rome,ITA,Airbus A321
2025-10-06 10:00:00+00:00,2025-10-06 12:00:00+02:00,LH 231,Rome,Lufthansa,Airbus A321
2025-10-06 10:00:00+00:00,2025-10-06 12:00:00+02:00,OS 207,Vienna,Austrian,Airbus A320
2025-10-06 10:00:00+00:00,2025-10-06 12:00:00+02:00,TP 8701,Vienna,TAP Air Portugal,Airbus A320
2025-10-06 10:00:00+00:00,2025-10-06 12:00:00+02:00,CX 6672,Vienna,Cathay Pacific,Airbus A320
2025-10-06 10:00:00+00:00,2025-10-06 12:00:00+02:00,LH 6333,Vienna,Lufthansa,Airbus A320
2025-10-06 10:00:00+00:00,2025-10-06 12:00:00+02:00,LH 4263,Heraklion,Lufthansa,Airbus A320
2025-10-06 10:00:00+00:00,2025-10-06 12:00:00+02:00,4Y 1225,Heraklion,Eurowings Discover,Airbus A320
2025-10-06 10:00:00+00:00,2025-10-06 12:00:00+02:00,A3 3436,Heraklion,Aegean,Airbus A320
2025-10-06 10:00:00+00:00,2025-10-06 12:00:00+02:00,AC 6203,Vienna,Air Canada,Airbus A320
2025-10-06 10:05:00+00:00,2025-10-06 12:05:00+02:00,LH 977,Dublin,Lufthansa,Airbus A319
2025-10-06 10:05:00+00:00,2025-10-06 12:05:00+02:00,OS 7304,Dublin,Austrian,Airbus A319
2025-10-06 10:05:00+00:00,2025-10-06 12:05:00+02:00,UA 9680,Pisa,United,Embraer 190
2025-10-06 10:05:00+00:00,2025-10-06 12:05:00+02:00,LO 4917,Poznań,LOT - Polish,Canadair CRJ 900NG
2025-10-06 10:05:00+00:00,2025-10-06 12:05:00+02:00,LH 7401,Pisa,Lufthansa,Embraer 190
2025-10-06 10:05:00+00:00,2025-10-06 12:05:00+02:00,LH 953,Birmingham,Lufthansa,Airbus A320 NEO
2025-10-06 10:05:00+00:00,2025-10-06 12:05:00+02:00,LH 1387,Poznań,Lufthansa,Canadair CRJ 900NG
2025-10-06 10:05:00+00:00,2025-10-06 12:05:00+02:00,EN 8871,Pisa,Air Dolomiti,Embraer 190
2025-10-06 10:05:00+00:00,2025-10-06 12:05:00+02:00,UA 9562,Birmingham,United,Airbus A320 NEO
2025-10-06 10:05:00+00:00,2025-10-06 12:05:00+02:00,LH 837,Billund,Lufthansa,Embraer 190
2025-10-06 10:05:00+00:00,2025-10-06 12:05:00+02:00,LH 5691,Billund,Lufthansa,Embraer 190
2025-10-06 10:05:00+00:00,2025-10-06 12:05:00+02:00,EN 8741,Billund,Air Dolomiti,Embraer 190
2025-10-06 10:05:00+00:00,2025-10-06 12:05:00+02:00,LH 901,London,Lufthansa,Airbus A321 (Sharklets)
2025-10-06 10:05:00+00:00,2025-10-06 12:05:00+02:00,UA 8810,London,United,Airbus A321 (Sharklets)
2025-10-06 10:05:00+00:00,2025-10-06 12:05:00+02:00,AZ 7394,Bologna,ITA,Embraer 190
2025-10-06 10:05:00+00:00,2025-10-06 12:05:00+02:00,EN 8879,Bologna,Air Dolomiti,Embraer 190
2025-10-06 10:05:00+00:00,2025-10-06 12:05:00+02:00,LH 5663,Bologna,Lufthansa,Embraer 190
2025-10-06 10:05:00+00:00,2025-10-06 12:05:00+02:00,UA 9684,Bologna,United,Embraer 190
2025-10-06 10:05:00+00:00,2025-10-06 12:05:00+02:00,AC 9608,Birmingham,Air Canada,Airbus A320 NEO
2025-10-06 10:10:00+00:00,2025-10-06 12:10:00+02:00,DE 2033,Seattle,Condor,Airbus A330
2025-10-06 10:10:00+00:00,2025-10-06 12:10:00+02:00,A3 3426,Souda,Aegean,Airbus A320
2025-10-06 10:10:00+00:00,2025-10-06 12:10:00+02:00,4Y 1207,Souda,Eurowings Discover,Airbus A320
2025-10-06 10:10:00+00:00,2025-10-06 12:10:00+02:00,LH 4423,Souda,Lufthansa,Airbus A320
2025-10-06 10:10:00+00:00,2025-10-06 12:10:00+02:00,LH 1187,Zurich,Lufthansa,Airbus A319
2025-10-06 10:10:00+00:00,2025-10-06 12:10:00+02:00,AC 9029,Zurich,Air Canada,Airbus A319
2025-10-06 10:10:00+00:00,2025-10-06 12:10:00+02:00,LX 3602,Zurich,SWISS,Airbus A319
2025-10-06 10:10:00+00:00,2025-10-06 12:10:00+02:00,CA 6164,Zurich,Air China,Airbus A319
2025-10-06 10:10:00+00:00,2025-10-06 12:10:00+02:00,OS 263,Linz,Austrian,ATR 72-600
2025-10-06 10:10:00+00:00,2025-10-06 12:10:00+02:00,UA 9051,Zurich,United,Airbus A319
2025-10-06 10:10:00+00:00,2025-10-06 12:10:00+02:00,LH 6345,Linz,Lufthansa,ATR 72-600
2025-10-06 10:10:00+00:00,2025-10-06 12:10:00+02:00,LH 15,Hamburg,Lufthansa,Airbus A319
2025-10-06 10:10:00+00:00,2025-10-06 12:10:00+02:00,CX 6712,Hamburg,Cathay Pacific,Airbus A319
2025-10-06 10:10:00+00:00,2025-10-06 12:10:00+02:00,MS 9028,Hamburg,EgyptAir,Airbus A319
2025-10-06 10:10:00+00:00,2025-10-06 12:10:00+02:00,UA 9550,Toulouse-Blagnac,United,Airbus A319
2025-10-06 10:10:00+00:00,2025-10-06 12:10:00+02:00,LH 1095,Toulouse-Blagnac,Lufthansa,Airbus A319
2025-10-06 10:10:00+00:00,2025-10-06 12:10:00+02:00,AC 9395,Toulouse-Blagnac,Air Canada,Airbus A319
2025-10-06 10:10:00+00:00,2025-10-06 12:10:00+02:00,NH 5421,Toulouse-Blagnac,ANA,Airbus A319
2025-10-06 10:10:00+00:00,2025-10-06 12:10:00+02:00,AC 3825,Washington,Air Canada,Boeing 777-200
2025-10-06 10:10:00+00:00,2025-10-06 12:10:00+02:00,LH 9253,Washington,Lufthansa,Boeing 777-200
2025-10-06 10:10:00+00:00,2025-10-06 12:10:00+02:00,UA 932,Washington,United,Boeing 777-200
2025-10-06 10:10:00+00:00,2025-10-06 12:10:00+02:00,AC 9144,Hamburg,Air Canada,Airbus A319
2025-10-06 10:15:00+00:00,2025-10-06 12:15:00+02:00,6K 367,Antalya,Songbird,Airbus A320 NEO
2025-10-06 10:15:00+00:00,2025-10-06 12:15:00+02:00,EN 8767,Wrocław,Air Dolomiti,Embraer 190
2025-10-06 10:15:00+00:00,2025-10-06 12:15:00+02:00,LH 9575,Wrocław,Lufthansa,Embraer 190
2025-10-06 10:15:00+00:00,2025-10-06 12:15:00+02:00,LO 5107,Wrocław,LOT - Polish,Embraer 190
2025-10-06 10:15:00+00:00,2025-10-06 12:15:00+02:00,TG 7807,Marseille,Thai  International,Airbus A319
2025-10-06 10:15:00+00:00,2025-10-06 12:15:00+02:00,LH 1087,Marseille,Lufthansa,Airbus A319
2025-10-06 10:15:00+00:00,2025-10-06 12:15:00+02:00,AC 9411,Marseille,Air Canada,Airbus A319
2025-10-06 10:15:00+00:00,2025-10-06 12:15:00+02:00,AI 8587,Marseille,Air India,Airbus A319
2025-10-06 10:15:00+00:00,2025-10-06 12:15:00+02:00,UA 9075,Marseille,United,Airbus A319
2025-10-06 10:15:00+00:00,2025-10-06 12:15:00+02:00,NH 5874,Marseille,ANA,Airbus A319
2025-10-06 10:20:00+00:00,2025-10-06 12:20:00+02:00,UA 9508,Stockholm,United,Airbus A320 (Sharklets)
2025-10-06 10:20:00+00:00,2025-10-06 12:20:00+02:00,LH 801,Stockholm,Lufthansa,Airbus A320 (Sharklets)
2025-10-06 10:20:00+00:00,2025-10-06 12:20:00+02:00,TP 7513,Stockholm,TAP Air Portugal,Airbus A320 (Sharklets)
2025-10-06 10:20:00+00:00,2025-10-06 12:20:00+02:00,AC 9152,Stockholm,Air Canada,Airbus A320 (Sharklets)
2025-10-06 10:20:00+00:00,2025-10-06 12:20:00+02:00,DE 1663,Heraklion,Condor,Airbus A320 NEO
2025-10-06 10:20:00+00:00,2025-10-06 12:20:00+02:00,AZ 7276,Catania,ITA,Airbus A321 NEO
2025-10-06 10:20:00+00:00,2025-10-06 12:20:00+02:00,LH 307,Catania,Lufthansa,Airbus A321 NEO
2025-10-06 10:25:00+00:00,2025-10-06 12:25:00+02:00,UA 9058,Venice,United,Airbus A320 (Sharklets)
2025-10-06 10:25:00+00:00,2025-10-06 12:25:00+02:00,AZ 7352,Venice,ITA,Airbus A320 (Sharklets)
2025-10-06 10:25:00+00:00,2025-10-06 12:25:00+02:00,CA 6186,Venice,Air China,Airbus A320 (Sharklets)
2025-10-06 10:25:00+00:00,2025-10-06 12:25:00+02:00,AC 9313,Venice,Air Canada,Airbus A320 (Sharklets)
2025-10-06 10:25:00+00:00,2025-10-06 12:25:00+02:00,LO 4933,Katowice,LOT - Polish,Airbus A319
2025-10-06 10:25:00+00:00,2025-10-06 12:25:00+02:00,UA 9384,Katowice,United,Airbus A319
2025-10-06 10:25:00+00:00,2025-10-06 12:25:00+02:00,LH 1385,Katowice,Lufthansa,Airbus A319
2025-10-06 10:25:00+00:00,2025-10-06 12:25:00+02:00,AC 9569,Katowice,Air Canada,Airbus A319
2025-10-06 10:25:00+00:00,2025-10-06 12:25:00+02:00,LH 325,Venice,Lufthansa,Airbus A320 (Sharklets)
2025-10-06 10:30:00+00:00,2025-10-06 12:30:00+02:00,AC 9095,Bâle/Mulhouse,Air Canada,Canadair CRJ 900NG
2025-10-06 10:30:00+00:00,2025-10-06 12:30:00+02:00,AC 9072,Amsterdam,Air Canada,Airbus A319
2025-10-06 10:30:00+00:00,2025-10-06 12:30:00+02:00,TG 7647,Amsterdam,Thai  International,Airbus A319
2025-10-06 10:30:00+00:00,2025-10-06 12:30:00+02:00,UA 9203,Amsterdam,United,Airbus A319
2025-10-06 10:30:00+00:00,2025-10-06 12:30:00+02:00,LH 989,Amsterdam,Lufthansa,Airbus A319
2025-10-06 10:30:00+00:00,2025-10-06 12:30:00+02:00,UA 9319,Bâle/Mulhouse,United,Canadair CRJ 900NG
2025-10-06 10:30:00+00:00,2025-10-06 12:30:00+02:00,LX 3912,Bâle/Mulhouse,SWISS,Canadair CRJ 900NG
2025-10-06 10:30:00+00:00,2025-10-06 12:30:00+02:00,LH 1203,Bâle/Mulhouse,Lufthansa,Canadair CRJ 900NG
2025-10-06 10:30:00+00:00,2025-10-06 12:30:00+02:00,CA 6158,Bâle/Mulhouse,Air China,Canadair CRJ 900NG
2025-10-06 10:30:00+00:00,2025-10-06 12:30:00+02:00,NH 6108,Bâle/Mulhouse,ANA,Canadair CRJ 900NG
2025-10-06 10:30:00+00:00,2025-10-06 12:30:00+02:00,LH 107,Munich,Lufthansa,Airbus A319
2025-10-06 10:30:00+00:00,2025-10-06 12:30:00+02:00,AC 9575,Munich,Air Canada,Airbus A319
2025-10-06 10:30:00+00:00,2025-10-06 12:30:00+02:00,UA 8947,Munich,United,Airbus A319
2025-10-06 10:30:00+00:00,2025-10-06 12:30:00+02:00,LH 1125,Barcelona,Lufthansa,Airbus A321
2025-10-06 10:30:00+00:00,2025-10-06 12:30:00+02:00,AC 9185,Barcelona,Air Canada,Airbus A321
2025-10-06 10:30:00+00:00,2025-10-06 12:30:00+02:00,CA 6290,Barcelona,Air China,Airbus A321
2025-10-06 10:30:00+00:00,2025-10-06 12:30:00+02:00,TG 7657,Barcelona,Thai  International,Airbus A321
2025-10-06 10:30:00+00:00,2025-10-06 12:30:00+02:00,UA 9310,Barcelona,United,Airbus A321
2025-10-06 10:35:00+00:00,2025-10-06 12:35:00+02:00,TG 7811,Milan,Thai  International,Airbus A319
2025-10-06 10:35:00+00:00,2025-10-06 12:35:00+02:00,TG 7671,Nuremberg,Thai  International,Canadair CRJ 900NG
2025-10-06 10:35:00+00:00,2025-10-06 12:35:00+02:00,AC 9195,Nuremberg,Air Canada,Canadair CRJ 900NG
2025-10-06 10:35:00+00:00,2025-10-06 12:35:00+02:00,AZ 7314,Milan,ITA,Airbus A319
2025-10-06 10:35:00+00:00,2025-10-06 12:35:00+02:00,UA 9351,Nuremberg,United,Canadair CRJ 900NG
2025-10-06 10:35:00+00:00,2025-10-06 12:35:00+02:00,CA 6072,Nuremberg,Air China,Canadair CRJ 900NG
2025-10-06 10:35:00+00:00,2025-10-06 12:35:00+02:00,LH 147,Nuremberg,Lufthansa,Canadair CRJ 900NG
2025-10-06 10:35:00+00:00,2025-10-06 12:35:00+02:00,LH 249,Milan,Lufthansa,Airbus A319
2025-10-06 10:35:00+00:00,2025-10-06 12:35:00+02:00,TG 7749,Bremen,Thai  International,Bombardier CRJX
2025-10-06 10:35:00+00:00,2025-10-06 12:35:00+02:00,UA 9081,Milan,United,Airbus A319
2025-10-06 10:35:00+00:00,2025-10-06 12:35:00+02:00,VF 33,Istanbul,AJet,Airbus A321
2025-10-06 10:35:00+00:00,2025-10-06 12:35:00+02:00,CA 6020,Bremen,Air China,Bombardier CRJX
2025-10-06 10:35:00+00:00,2025-10-06 12:35:00+02:00,AC 9307,Milan,Air Canada,Airbus A319
2025-10-06 10:35:00+00:00,2025-10-06 12:35:00+02:00,AC 9258,Bremen,Air Canada,Bombardier CRJX
2025-10-06 10:35:00+00:00,2025-10-06 12:35:00+02:00,NH 5894,Milan,ANA,Airbus A319
2025-10-06 10:35:00+00:00,2025-10-06 12:35:00+02:00,LH 355,Bremen,Lufthansa,Bombardier CRJX
2025-10-06 10:40:00+00:00,2025-10-06 12:40:00+02:00,DE 2085,San Francisco,Condor,Airbus A330
2025-10-06 10:40:00+00:00,2025-10-06 12:40:00+02:00,MS 9440,Lisbon,EgyptAir,Airbus A320
2025-10-06 10:40:00+00:00,2025-10-06 12:40:00+02:00,TP 570,Lisbon,TAP Air Portugal,Airbus A320
2025-10-06 10:40:00+00:00,2025-10-06 12:40:00+02:00,FI 6424,Lisbon,Icelandair,Airbus A320
2025-10-06 10:40:00+00:00,2025-10-06 12:40:00+02:00,LH 6965,Lisbon,Lufthansa,Airbus A320
2025-10-06 10:40:00+00:00,2025-10-06 12:40:00+02:00,S4 8760,Lisbon,Azores,Airbus A320
2025-10-06 10:40:00+00:00,2025-10-06 12:40:00+02:00,SQ 2780,Lisbon,Singapore,Airbus A320
2025-10-06 10:40:00+00:00,2025-10-06 12:40:00+02:00,CA 7035,Lisbon,Air China,Airbus A320
2025-10-06 10:40:00+00:00,2025-10-06 12:40:00+02:00,TG 7302,Lisbon,Thai  International,Airbus A320
2025-10-06 10:40:00+00:00,2025-10-06 12:40:00+02:00,AC 2659,Lisbon,Air Canada,Airbus A320
2025-10-06 10:45:00+00:00,2025-10-06 12:45:00+02:00,WS 5953,Vancouver,WestJet,Airbus A330
2025-10-06 10:45:00+00:00,2025-10-06 12:45:00+02:00,DE 2455,Vancouver,Condor,Airbus A330
2025-10-06 10:45:00+00:00,2025-10-06 12:45:00+02:00,DE 2209,Punta Cana,Condor,Airbus A330
2025-10-06 10:50:00+00:00,2025-10-06 12:50:00+02:00,TG 7216,Vienna,Thai  International,Airbus A320
2025-10-06 10:50:00+00:00,2025-10-06 12:50:00+02:00,DE 1503,Palma De Mallorca,Condor,Airbus A320
2025-10-06 10:50:00+00:00,2025-10-06 12:50:00+02:00,DE 1505,Palma De Mallorca,Condor,Boeing 757
2025-10-06 10:50:00+00:00,2025-10-06 12:50:00+02:00,OM 137,Ulaan Baatar,Miat - Mongolian,Boeing 787-9
2025-10-06 10:50:00+00:00,2025-10-06 12:50:00+02:00,AC 6220,Vienna,Air Canada,Airbus A320
2025-10-06 10:50:00+00:00,2025-10-06 12:50:00+02:00,OS 209,Vienna,Austrian,Airbus A320
2025-10-06 10:50:00+00:00,2025-10-06 12:50:00+02:00,AC 9113,Prague,Air Canada,Airbus A321
2025-10-06 10:50:00+00:00,2025-10-06 12:50:00+02:00,LH 1395,Prague,Lufthansa,Airbus A321
2025-10-06 10:50:00+00:00,2025-10-06 12:50:00+02:00,TG 7709,Prague,Thai  International,Airbus A321
2025-10-06 10:50:00+00:00,2025-10-06 12:50:00+02:00,UA 9393,Prague,United,Airbus A321
2025-10-06 10:50:00+00:00,2025-10-06 12:50:00+02:00,LH 6413,Vienna,Lufthansa,Airbus A320
2025-10-06 10:55:00+00:00,2025-10-06 12:55:00+02:00,FH 1243,Antalya,Freebird,Airbus A320
2025-10-06 10:55:00+00:00,2025-10-06 12:55:00+02:00,LO 4927,Kraków,LOT - Polish,Airbus A319
2025-10-06 10:55:00+00:00,2025-10-06 12:55:00+02:00,LH 1363,Kraków,Lufthansa,Airbus A319
2025-10-06 10:55:00+00:00,2025-10-06 12:55:00+02:00,UA 9386,Kraków,United,Airbus A319
2025-10-06 10:55:00+00:00,2025-10-06 12:55:00+02:00,AC 9065,Kraków,Air Canada,Airbus A319
2025-10-06 10:55:00+00:00,2025-10-06 12:55:00+02:00,XQ 146,Antalya,Sun Express,Airbus A320
2025-10-06 10:55:00+00:00,2025-10-06 12:55:00+02:00,CA 6016,Berlin,Air China,Airbus A321
2025-10-06 10:55:00+00:00,2025-10-06 12:55:00+02:00,TG 7937,Berlin,Thai  International,Airbus A321
2025-10-06 10:55:00+00:00,2025-10-06 12:55:00+02:00,UA 8973,Berlin,United,Airbus A321
2025-10-06 10:55:00+00:00,2025-10-06 12:55:00+02:00,AC 9434,Berlin,Air Canada,Airbus A321
2025-10-06 10:55:00+00:00,2025-10-06 12:55:00+02:00,LH 185,Berlin,Lufthansa,Airbus A321
2025-10-06 10:55:00+00:00,2025-10-06 12:55:00+02:00,LH 9421,Antalya,Lufthansa,Airbus A320
2025-10-06 11:00:00+00:00,2025-10-06 13:00:00+02:00,DE 4410,Prague,Condor,Airbus A320
2025-10-06 11:00:00+00:00,2025-10-06 13:00:00+02:00,LH 105,Munich,Lufthansa,Airbus A319
2025-10-06 11:00:00+00:00,2025-10-06 13:00:00+02:00,TG 7627,Munich,Thai  International,Airbus A319
2025-10-06 11:00:00+00:00,2025-10-06 13:00:00+02:00,CA 6040,Munich,Air China,Airbus A319
2025-10-06 11:00:00+00:00,2025-10-06 13:00:00+02:00,AC 9337,Munich,Air Canada,Airbus A319
2025-10-06 11:00:00+00:00,2025-10-06 13:00:00+02:00,DE 2081,Los Angeles,Condor,Airbus A330-900
2025-10-06 11:00:00+00:00,2025-10-06 13:00:00+02:00,EK 3328,Reykjavik,Emirates,Boeing 737 MAX 9
2025-10-06 11:00:00+00:00,2025-10-06 13:00:00+02:00,FI 520,Reykjavik,Icelandair,Boeing 737 MAX 9
2025-10-06 11:00:00+00:00,2025-10-06 13:00:00+02:00,TK 8563,Reykjavik,Turkish,Boeing 737 MAX 9
2025-10-06 11:00:00+00:00,2025-10-06 13:00:00+02:00,AC 9039,Budapest,Air Canada,Airbus A321
2025-10-06 11:00:00+00:00,2025-10-06 13:00:00+02:00,LH 1337,Budapest,Lufthansa,Airbus A321
2025-10-06 11:00:00+00:00,2025-10-06 13:00:00+02:00,SN 7142,Budapest,Brussels,Airbus A321
2025-10-06 11:00:00+00:00,2025-10-06 13:00:00+02:00,TG 7611,Budapest,Thai  International,Airbus A321
2025-10-06 11:05:00+00:00,2025-10-06 13:05:00+02:00,DE 2063,Las Vegas,Condor,Airbus A330
2025-10-06 11:05:00+00:00,2025-10-06 13:05:00+02:00,LH 903,London,Lufthansa,Airbus A320 NEO
2025-10-06 11:05:00+00:00,2025-10-06 13:05:00+02:00,UA 8728,London,United,Airbus A320 NEO
2025-10-06 11:10:00+00:00,2025-10-06 13:10:00+02:00,DE 4346,Vienna,Condor,Airbus A320
2025-10-06 11:10:00+00:00,2025-10-06 13:10:00+02:00,CA 6108,Hamburg,Air China,Airbus A319
2025-10-06 11:10:00+00:00,2025-10-06 13:10:00+02:00,MS 9013,Hamburg,EgyptAir,Airbus A319
2025-10-06 11:10:00+00:00,2025-10-06 13:10:00+02:00,LH 17,Hamburg,Lufthansa,Airbus A319
2025-10-06 11:10:00+00:00,2025-10-06 13:10:00+02:00,AC 9446,Hamburg,Air Canada,Airbus A319
2025-10-06 11:10:00+00:00,2025-10-06 13:10:00+02:00,TG 7621,Hamburg,Thai  International,Airbus A319
2025-10-06 11:15:00+00:00,2025-10-06 13:15:00+02:00,MS 8231,Hurghada,EgyptAir,Airbus A320 NEO
2025-10-06 11:15:00+00:00,2025-10-06 13:15:00+02:00,LH 9613,Astana,Lufthansa,Airbus A321 NEO
2025-10-06 11:15:00+00:00,2025-10-06 13:15:00+02:00,KC 921,Astana,Air Astana,Airbus A321 NEO
2025-10-06 11:15:00+00:00,2025-10-06 13:15:00+02:00,SM 2942,Hurghada,Air Cairo,Airbus A320 NEO
2025-10-06 11:15:00+00:00,2025-10-06 13:15:00+02:00,EK 45,Dubai,Emirates,Airbus A380-800
2025-10-06 11:15:00+00:00,2025-10-06 13:15:00+02:00,QF 8045,Dubai,Qantas,Airbus A380-800
2025-10-06 11:15:00+00:00,2025-10-06 13:15:00+02:00,FI 6025,Dubai,Icelandair,Airbus A380-800
2025-10-06 11:15:00+00:00,2025-10-06 13:15:00+02:00,FHM 7214,Leipzig,Freebird  Europe,Airbus A320
2025-10-06 11:25:00+00:00,2025-10-06 13:25:00+02:00,GQ 860,Athens,Sky Express,Airbus A320 NEO
2025-10-06 11:25:00+00:00,2025-10-06 13:25:00+02:00,PC 5035,Antalya,Pegasus,Airbus A320 NEO
2025-10-06 11:30:00+00:00,2025-10-06 13:30:00+02:00,LH 1425,Sofia,Lufthansa,Airbus A321
2025-10-06 11:30:00+00:00,2025-10-06 13:30:00+02:00,DE 1737,Kavala,Condor,Airbus A319
2025-10-06 11:35:00+00:00,2025-10-06 13:35:00+02:00,KL 1819,Amsterdam,KLM,Embraer 190
2025-10-06 11:40:00+00:00,2025-10-06 13:40:00+02:00,OS 7306,Goteborg,Austrian,Airbus A320
2025-10-06 11:40:00+00:00,2025-10-06 13:40:00+02:00,DE 1711,Palma De Mallorca,Condor,Airbus A321 (sharklets)
2025-10-06 11:40:00+00:00,2025-10-06 13:40:00+02:00,PC 993,Istanbul,Pegasus,Airbus A321 NEO
2025-10-06 11:40:00+00:00,2025-10-06 13:40:00+02:00,AC 9445,Goteborg,Air Canada,Airbus A320
